Para N = 100 : R = (1 + 4 * 100)/ 0.000001005 = 399003958.996080 
Para N = 80100 : R = (1 + 4 * 80100)/ 0.000500850 = 639714488.594528 
Para N = 160100 : R = (1 + 4 * 160100)/ 0.000816060 = 784747444.133746 
Para N = 240100 : R = (1 + 4 * 240100)/ 0.001285793 = 746932825.829579 
Para N = 320100 : R = (1 + 4 * 320100)/ 0.002182208 = 586745626.014210 
Para N = 400100 : R = (1 + 4 * 400100)/ 0.002092245 = 764920456.807019 
Para N = 480100 : R = (1 + 4 * 480100)/ 0.002579603 = 744456026.116557 
Para N = 560100 : R = (1 + 4 * 560100)/ 0.002985713 = 750373863.957809 
Para N = 640100 : R = (1 + 4 * 640100)/ 0.003383220 = 756794119.481302 
Para N = 720100 : R = (1 + 4 * 720100)/ 0.004363043 = 660181667.197252 
Para N = 800100 : R = (1 + 4 * 800100)/ 0.004771095 = 670789619.282663 
Para N = 880100 : R = (1 + 4 * 880100)/ 0.005238024 = 672085694.744001 
Para N = 960100 : R = (1 + 4 * 960100)/ 0.005963925 = 643938513.713801 
Para N = 1040100 : R = (1 + 4 * 1040100)/ 0.005393648 = 771351968.109847 
Para N = 1120100 : R = (1 + 4 * 1120100)/ 0.005782793 = 774781494.057904 
Para N = 1200100 : R = (1 + 4 * 1200100)/ 0.007230848 = 663878012.871889 
